Transaction ID,Customer Name,Merchant Name,Transaction Date,Transaction Amount (INR),Fraud Risk,Fraud Type,State,Card Type,Bank,IsFraud,Fraud Score,Transaction Category,Merchant Location
93307574,Riaan Uppal,Big Bazaar,8/30/2024,14755,Medium,Account Takeover,West Bengal,Mastercard,ICICI Bank,1,18,Food Delivery,Lucknow
76777000,Saksham Swaminathan,Zomato,12/18/2023,1711,Low,Account Takeover,Kerala,Amex,Kotak Bank,0,25,Transportation,Jaipur
48826652,Riaan Kumer,Amazon India,11/12/2024,7291,Low,Card Not Present,Karnataka,Visa,HDFC Bank,0,84,Groceries,Lucknow
53119289,Faiyaz Andra,Uber,8/7/2024,21076,Medium,Phishing,Maharashtra,Mastercard,Bank of Baroda,1,86,Groceries,Kochi
11754175,Rasha Buch,Big Bazaar,3/31/2024,3605,Low,Card Skimming,Uttar Pradesh,Rupay,Andhra Bank,0,74,E-commerce,Bangalore
56313270,Zaina Kant,Swiggy,2/20/2024,9461,High,Card Skimming,Maharashtra,Mastercard,HDFC Bank,0,78,Electronics,Kochi
77697734,Faiyaz Hans,Uber,10/29/2024,4329,High,Account Takeover,Kerala,Rupay,Yes Bank,0,42,E-commerce,Kolkata
20959297,Hansh Vohra,Uber,10/29/2024,18054,Medium,Card Not Present,West Bengal,Visa,HDFC Bank,1,81,Electronics,Jaipur
15774284,Samiha Balan,Big Bazaar,2/7/2024,4005,Medium,Phishing,Rajasthan,Amex,Andhra Bank,0,85,Groceries,Ahmedabad
49808870,Prerak Borra,Myntra,1/1/2024,11792,Medium,Phishing,Kerala,Visa,SBI,0,31,Groceries,Kochi
30436209,Yuvraj  Kant,Tata Cliq,3/17/2024,13557,Low,Account Takeover,Tamil Nadu,Mastercard,Federal Bank,0,82,Transportation,Lucknow
50300676,Reyansh Batra,Big Bazaar,5/29/2024,6566,Low,Account Takeover,Telangana,Amex,Yes Bank,1,93,E-commerce,Kolkata
62323465,Piya Lad,Swiggy,8/7/2024,18405,Low,Identity Theft,Telangana,Mastercard,Yes Bank,0,60,Electronics,Hyderabad
21344753,Parinaaz Deol,Reliance Digital,12/23/2023,12460,Low,Phishing,West Bengal,Mastercard,ICICI Bank,1,60,Food Delivery,Delhi
49929650,Aarna Bumb,Amazon India,3/1/2024,5611,High,Identity Theft,Karnataka,Amex,SBI,0,92,Food Delivery,Ahmedabad
45229302,Amira Bhat,Flipkart,10/22/2024,17881,High,Card Not Present,West Bengal,Rupay,Axis Bank,0,46,Apparel,Delhi
85944795,Alia Baral,Uber,3/14/2024,11238,Low,Card Skimming,Rajasthan,Visa,ICICI Bank,0,32,Electronics,Bangalore
71917708,Armaan Amble,Reliance Digital,1/30/2024,12007,High,Card Not Present,Uttar Pradesh,Rupay,Bank of Baroda,1,87,Groceries,Mumbai
13304438,Nehmat Lad,Tata Cliq,7/21/2024,9883,High,Card Skimming,Tamil Nadu,Visa,Axis Bank,0,43,E-commerce,Bangalore
30285704,Alia Dey,Amazon India,3/12/2024,8474,Low,Identity Theft,Delhi,Amex,SBI,0,10,Food Delivery,Kolkata
42380998,Himmat Cherian,Zomato,11/4/2024,11058,Low,Card Not Present,Delhi,Amex,ICICI Bank,0,13,Groceries,Chennai
85856573,Chirag Chander,Big Bazaar,11/3/2024,8224,Low,Identity Theft,Karnataka,Visa,Federal Bank,0,48,Transportation,Kolkata
89021354,Divit Saini,Uber,8/19/2024,1593,Critical,Phishing,Delhi,Mastercard,ICICI Bank,1,30,Electronics,Ahmedabad
19920333,Vedika Korpal,Reliance Digital,9/17/2024,7153,Critical,Identity Theft,Karnataka,Mastercard,Axis Bank,0,31,Food Delivery,Mumbai
92306692,Vidur Balan,Myntra,6/11/2024,7002,Medium,Card Skimming,Maharashtra,Rupay,Yes Bank,0,14,E-commerce,Bangalore
16695479,Mamooty Ranganathan,Big Bazaar,10/22/2024,14361,Low,Card Not Present,Karnataka,Visa,Federal Bank,0,22,E-commerce,Kolkata
60735981,Manjari Agate,Tata Cliq,7/11/2024,21337,Medium,Phishing,Kerala,Mastercard,ICICI Bank,0,48,Transportation,Hyderabad
41889517,Akarsh Gaba,Tata Cliq,9/7/2024,2074,Critical,Account Takeover,Maharashtra,Visa,Kotak Bank,0,77,E-commerce,Kochi
93878137,Seher Shah,Flipkart,9/17/2024,9854,Low,Card Not Present,Telangana,Rupay,Axis Bank,0,27,Electronics,Kolkata
23633392,Miraya Dash,Swiggy,5/17/2024,19087,Low,Card Not Present,Maharashtra,Amex,HDFC Bank,1,88,E-commerce,Kochi
93858354,Lagan Sabharwal,Reliance Digital,2/20/2024,21326,Medium,Card Not Present,Telangana,Mastercard,HDFC Bank,1,19,Food Delivery,Delhi
50133315,Darshit Ratti,Tata Cliq,3/6/2024,24449,Low,Account Takeover,Rajasthan,Visa,Federal Bank,0,47,Transportation,Jaipur
99881019,Baiju Sengupta,Swiggy,1/26/2024,8163,Low,Card Not Present,Tamil Nadu,Mastercard,SBI,0,91,Groceries,Chennai
42583702,Saksham Soni,Flipkart,5/7/2024,5001,Low,Phishing,Maharashtra,Rupay,Axis Bank,0,39,E-commerce,Jaipur
80744133,Dharmajan Apte,Swiggy,12/4/2024,22963,Low,Card Skimming,Rajasthan,Mastercard,Axis Bank,0,89,E-commerce,Ahmedabad
25683765,Akarsh Walia,Uber,12/14/2024,6874,High,Account Takeover,Gujarat,Rupay,ICICI Bank,0,12,Apparel,Kolkata
24972916,Seher Batta,Tata Cliq,8/29/2024,15571,Low,Identity Theft,Tamil Nadu,Amex,SBI,0,77,E-commerce,Lucknow
37530528,Hridaan Contractor,Flipkart,11/23/2024,6473,Critical,Account Takeover,Rajasthan,Visa,Bank of Baroda,0,61,Apparel,Bangalore
90527786,Saira Bose,Amazon India,3/23/2024,5840,Low,Phishing,Rajasthan,Mastercard,Axis Bank,0,74,Food Delivery,Ahmedabad
28967339,Tanya Sarna,Big Bazaar,11/22/2024,3202,High,Account Takeover,Delhi,Amex,Kotak Bank,1,69,Groceries,Bangalore
18105851,Nakul Rana,Swiggy,5/27/2024,12974,Low,Phishing,Tamil Nadu,Rupay,SBI,0,87,Transportation,Bangalore
43702153,Hazel Dey,Big Bazaar,1/18/2024,22838,Low,Card Not Present,West Bengal,Amex,Kotak Bank,0,57,Food Delivery,Kolkata
75904529,Advik Balay,Tata Cliq,2/14/2024,4626,Low,Card Not Present,Delhi,Mastercard,Yes Bank,0,17,Apparel,Ahmedabad
69016171,Ojas Srinivasan,Myntra,11/22/2024,24909,Low,Phishing,West Bengal,Amex,Kotak Bank,0,18,Transportation,Kochi
96058186,Drishya Lata,Zomato,1/19/2024,6890,High,Identity Theft,Kerala,Rupay,Yes Bank,1,32,E-commerce,Kolkata
13034228,Ojas Arora,Uber,2/3/2024,19871,Low,Card Not Present,West Bengal,Visa,HDFC Bank,1,44,Food Delivery,Chennai
55328276,Hunar Krishna,Lifestyle,1/27/2024,20391,Critical,Card Skimming,Tamil Nadu,Amex,SBI,0,95,Electronics,Lucknow
88656447,Kismat Aurora,Reliance Digital,9/24/2024,20815,Medium,Account Takeover,Gujarat,Amex,SBI,0,49,Food Delivery,Hyderabad
99785209,Vritika Sharma,Lifestyle,11/8/2024,4759,Critical,Card Not Present,Maharashtra,Mastercard,Federal Bank,0,32,Apparel,Delhi
38065614,Mohanlal Chaudhuri,Reliance Digital,4/24/2024,4024,Medium,Account Takeover,Gujarat,Amex,Federal Bank,0,17,E-commerce,Delhi
62517762,Mamooty Kant,Amazon India,4/4/2024,12321,Medium,Card Skimming,Kerala,Mastercard,SBI,0,80,E-commerce,Bangalore
34035436,Sahil Deshmukh,Reliance Digital,5/9/2024,4619,High,Identity Theft,Telangana,Mastercard,ICICI Bank,0,55,Groceries,Mumbai
97416206,Elakshi Dugar,Flipkart,2/11/2024,7060,Medium,Identity Theft,Uttar Pradesh,Amex,ICICI Bank,0,29,E-commerce,Jaipur
18982234,Suhana Barman,Big Bazaar,10/3/2024,11009,Low,Card Skimming,Telangana,Mastercard,Kotak Bank,0,43,Electronics,Chennai
75876902,Alia Kari,Uber,4/14/2024,13717,Medium,Card Not Present,Telangana,Visa,Axis Bank,1,32,Electronics,Hyderabad
84378270,Tanya Chatterjee,Myntra,8/22/2024,9479,Low,Identity Theft,Maharashtra,Mastercard,HDFC Bank,1,22,Food Delivery,Lucknow
11103414,Anya Cheema,Uber,12/12/2024,867,Low,Phishing,Rajasthan,Amex,Axis Bank,0,17,Groceries,Lucknow
20917683,Dhruv Guha,Reliance Digital,12/28/2023,21511,Low,Identity Theft,Rajasthan,Amex,ICICI Bank,0,90,E-commerce,Kolkata
22770356,Tarini Chhabra,Big Bazaar,10/31/2024,16910,Medium,Card Not Present,Rajasthan,Mastercard,Federal Bank,1,43,Apparel,Mumbai
82767917,Miraya Goda,Zomato,5/20/2024,10045,Medium,Card Skimming,Rajasthan,Mastercard,HDFC Bank,0,17,Electronics,Ahmedabad
47451037,Hrishita Chakraborty,Swiggy,10/27/2024,20937,Medium,Phishing,Karnataka,Rupay,Andhra Bank,0,39,Groceries,Lucknow
26950485,Elakshi Swamy,Big Bazaar,3/26/2024,23615,High,Identity Theft,Karnataka,Visa,Federal Bank,0,70,Apparel,Kolkata
22585061,Sara Master,Lifestyle,12/14/2024,20134,Medium,Card Not Present,Rajasthan,Visa,Andhra Bank,0,49,Transportation,Delhi
74089321,Sana Bains,Reliance Digital,8/24/2024,8391,Low,Phishing,Karnataka,Visa,Federal Bank,0,12,E-commerce,Mumbai
26400306,Ishaan Dugar,Reliance Digital,11/19/2024,24466,Low,Card Not Present,West Bengal,Rupay,Andhra Bank,1,60,Electronics,Chennai
70441809,Samar Seth,Tata Cliq,9/1/2024,4478,High,Card Skimming,Maharashtra,Amex,Yes Bank,0,27,Food Delivery,Hyderabad
90474062,Divij Rao,Swiggy,7/12/2024,11512,Medium,Identity Theft,Maharashtra,Rupay,Federal Bank,1,72,Groceries,Hyderabad
10036453,Saksham Ghose,Reliance Digital,2/10/2024,13620,Medium,Identity Theft,Gujarat,Visa,Bank of Baroda,0,76,Groceries,Kochi
90028796,Trisha Khanna,Lifestyle,6/2/2024,18763,Medium,Card Not Present,Telangana,Amex,ICICI Bank,0,27,Electronics,Chennai
84110896,Eva Sharma,Amazon India,10/28/2024,18831,Critical,Account Takeover,Uttar Pradesh,Visa,Axis Bank,0,30,Transportation,Delhi
77878340,Saanvi Rajan,Lifestyle,9/25/2024,20431,Medium,Phishing,Uttar Pradesh,Visa,ICICI Bank,1,20,Electronics,Kochi
17767871,Farhan Chowdhury,Lifestyle,6/15/2024,7286,Medium,Card Not Present,West Bengal,Visa,Yes Bank,0,90,E-commerce,Mumbai
55084639,Armaan Chada,Uber,12/19/2023,18201,Low,Account Takeover,Gujarat,Amex,Federal Bank,0,55,Food Delivery,Bangalore
43909427,Yasmin Chaudhary,Lifestyle,7/8/2024,12237,High,Card Not Present,West Bengal,Amex,ICICI Bank,0,81,Apparel,Bangalore
11903948,Divit Gola,Myntra,11/2/2024,13678,High,Account Takeover,Rajasthan,Mastercard,Kotak Bank,0,64,E-commerce,Jaipur
59019965,Ivan Kant,Uber,12/23/2023,16720,High,Account Takeover,Kerala,Amex,Federal Bank,0,69,Apparel,Hyderabad
41835616,Vanya Bhasin,Swiggy,11/18/2024,17014,Low,Card Not Present,Telangana,Amex,HDFC Bank,0,69,Transportation,Lucknow
27433729,Kiaan Jayaraman,Myntra,1/24/2024,24000,Low,Account Takeover,Rajasthan,Amex,Federal Bank,0,92,Food Delivery,Jaipur
87906190,Hridaan Gala,Zomato,4/5/2024,15370,Medium,Card Not Present,Uttar Pradesh,Visa,Andhra Bank,1,90,Apparel,Bangalore
60239461,Inaaya  Vohra,Flipkart,3/23/2024,12022,High,Account Takeover,West Bengal,Amex,Yes Bank,1,35,E-commerce,Jaipur
93873983,Adira Jha,Big Bazaar,6/29/2024,24832,Critical,Card Not Present,Karnataka,Visa,ICICI Bank,0,69,Electronics,Kolkata
37506434,Nakul Deep,Big Bazaar,10/19/2024,14758,High,Identity Theft,Maharashtra,Amex,SBI,0,39,Transportation,Hyderabad
36595607,Yuvaan Bava,Zomato,4/18/2024,21612,High,Card Skimming,Uttar Pradesh,Rupay,HDFC Bank,0,15,Food Delivery,Bangalore
94337967,Rati Dhillon,Uber,4/15/2024,179,Low,Card Not Present,Delhi,Visa,Andhra Bank,1,78,Groceries,Bangalore
77985819,Aaryahi Lalla,Tata Cliq,7/28/2024,16968,Low,Card Not Present,Uttar Pradesh,Amex,Yes Bank,0,89,Groceries,Mumbai
16720205,Jhanvi Goswami,Tata Cliq,10/13/2024,1086,Low,Card Not Present,Karnataka,Rupay,Kotak Bank,0,34,Electronics,Kolkata
10278817,Ivan Chada,Amazon India,3/18/2024,14950,Low,Phishing,Rajasthan,Rupay,Axis Bank,1,37,Groceries,Jaipur
21513009,Adah Sehgal,Myntra,12/14/2024,23277,Critical,Phishing,Kerala,Rupay,ICICI Bank,0,16,E-commerce,Kochi
46620083,Kaira Karnik,Swiggy,2/23/2024,14304,Medium,Account Takeover,Kerala,Visa,Federal Bank,1,52,Food Delivery,Mumbai
64197841,Kaira Ben,Myntra,4/13/2024,14451,High,Card Skimming,Maharashtra,Rupay,SBI,0,48,Transportation,Ahmedabad
65593686,Alia Bansal,Big Bazaar,10/4/2024,16570,Low,Identity Theft,Telangana,Amex,Bank of Baroda,0,60,Groceries,Bangalore
32746603,Ayesha Mann,Reliance Digital,6/13/2024,18665,Low,Identity Theft,Kerala,Visa,Andhra Bank,0,58,E-commerce,Kochi
40476578,Uthkarsh Sridhar,Lifestyle,7/10/2024,14889,High,Account Takeover,Uttar Pradesh,Rupay,Bank of Baroda,0,74,Transportation,Hyderabad
40246722,Mamooty Kale,Uber,1/17/2024,7965,Critical,Account Takeover,Maharashtra,Rupay,Bank of Baroda,0,10,E-commerce,Chennai
86063662,Kabir Ratta,Flipkart,10/23/2024,10556,High,Card Skimming,Kerala,Amex,Andhra Bank,0,93,Electronics,Kolkata
51663167,Ira Chaudhry,Lifestyle,1/10/2024,4400,High,Identity Theft,Karnataka,Rupay,SBI,0,22,Electronics,Jaipur
10941967,Rohan Bahl,Reliance Digital,12/8/2024,24030,High,Identity Theft,Rajasthan,Rupay,ICICI Bank,0,72,Groceries,Jaipur
21703651,Arnav Kala,Tata Cliq,12/8/2024,8118,High,Identity Theft,Maharashtra,Mastercard,Federal Bank,1,62,Groceries,Delhi
57373126,Vihaan Issac,Uber,11/29/2024,17438,Medium,Account Takeover,Karnataka,Visa,Andhra Bank,1,29,E-commerce,Lucknow
85049341,Ojas Dey,Reliance Digital,12/26/2023,3375,Medium,Card Not Present,Karnataka,Amex,Federal Bank,1,14,Apparel,Bangalore
83959989,Lakshit Chadha,Tata Cliq,2/11/2024,6942,High,Phishing,Maharashtra,Amex,Kotak Bank,0,31,Transportation,Delhi
26137438,Seher Bhasin,Myntra,6/20/2024,5819,Medium,Card Not Present,Delhi,Visa,Federal Bank,0,76,Groceries,Delhi
92663281,Arnav Kibe,Swiggy,7/24/2024,22864,Medium,Card Skimming,Kerala,Mastercard,ICICI Bank,1,91,E-commerce,Lucknow
69633951,Aayush Grover,Big Bazaar,5/16/2024,14577,Low,Card Not Present,Tamil Nadu,Mastercard,SBI,0,14,Electronics,Delhi
41035476,Indrans Kannan,Flipkart,10/27/2024,21092,Low,Card Skimming,Maharashtra,Visa,Kotak Bank,1,40,Transportation,Jaipur
68711991,Nayantara Brahmbhatt,Amazon India,3/7/2024,17800,High,Account Takeover,Karnataka,Amex,Federal Bank,0,70,Food Delivery,Jaipur
16606687,Siya Comar,Amazon India,12/2/2024,507,Low,Account Takeover,Uttar Pradesh,Mastercard,Andhra Bank,0,46,Groceries,Delhi
85633127,Ishita Vasa,Myntra,6/21/2024,6300,Low,Phishing,Delhi,Visa,Andhra Bank,1,13,Electronics,Mumbai
58136746,Jivika Iyengar,Swiggy,2/2/2024,13639,Medium,Card Not Present,Uttar Pradesh,Amex,Kotak Bank,0,11,Apparel,Mumbai
40997247,Arnav Jani,Uber,3/5/2024,10350,Low,Identity Theft,Telangana,Mastercard,ICICI Bank,0,53,Electronics,Hyderabad
17996489,Shalv Swaminathan,Big Bazaar,10/28/2024,7945,Critical,Card Not Present,Uttar Pradesh,Amex,Axis Bank,0,95,Groceries,Chennai
82903255,Jayant Kari,Big Bazaar,6/14/2024,12484,Low,Phishing,Gujarat,Rupay,ICICI Bank,0,77,Transportation,Jaipur
65231136,Miraya Handa,Uber,3/8/2024,16544,Low,Card Not Present,Kerala,Mastercard,SBI,0,87,Groceries,Chennai
91022854,Anvi Golla,Myntra,4/27/2024,8226,Medium,Card Skimming,Rajasthan,Rupay,Kotak Bank,1,12,E-commerce,Mumbai
38927003,Alisha Wable,Flipkart,5/17/2024,18809,Medium,Card Skimming,Karnataka,Mastercard,Andhra Bank,1,11,Transportation,Jaipur
79105985,Drishya Balasubramanian,Big Bazaar,6/12/2024,4498,Low,Card Not Present,Rajasthan,Amex,HDFC Bank,1,94,Apparel,Ahmedabad
73941325,Divij Saha,Swiggy,2/9/2024,11530,Medium,Identity Theft,Telangana,Rupay,Kotak Bank,0,72,Food Delivery,Kochi
66081288,Saira Wagle,Uber,3/15/2024,22394,Low,Identity Theft,Maharashtra,Amex,Andhra Bank,0,25,E-commerce,Mumbai
64376157,Ryan Krishnan,Tata Cliq,2/18/2024,6693,Medium,Card Skimming,Uttar Pradesh,Amex,Kotak Bank,0,60,Electronics,Bangalore
97464125,Zain Sabharwal,Uber,5/6/2024,11922,Low,Phishing,Delhi,Rupay,Kotak Bank,0,39,Electronics,Kolkata
11999667,Navya Gaba,Reliance Digital,11/10/2024,20228,Low,Account Takeover,Rajasthan,Mastercard,ICICI Bank,0,49,Food Delivery,Kolkata
95803807,Darshit Bhavsar,Big Bazaar,5/9/2024,875,High,Card Not Present,Uttar Pradesh,Visa,Yes Bank,0,88,Electronics,Bangalore
39487873,Kartik De,Zomato,4/12/2024,8133,High,Account Takeover,Delhi,Visa,Axis Bank,1,61,E-commerce,Mumbai
93075828,Vihaan Bhardwaj,Amazon India,9/29/2024,11747,Low,Account Takeover,Telangana,Amex,Bank of Baroda,0,60,Groceries,Chennai
78044303,Vanya Sachdev,Flipkart,9/20/2024,13292,High,Card Skimming,Delhi,Visa,Federal Bank,0,76,Food Delivery,Kolkata
98552438,Sahil Bhavsar,Myntra,12/31/2023,6256,Medium,Phishing,Kerala,Rupay,Bank of Baroda,0,13,Electronics,Chennai
49527071,Hazel Kamdar,Swiggy,2/18/2024,6715,Critical,Account Takeover,Kerala,Rupay,SBI,0,41,Transportation,Lucknow
61336800,Keya Dixit,Reliance Digital,5/5/2024,17543,High,Account Takeover,Gujarat,Amex,Federal Bank,0,23,Electronics,Ahmedabad
22948163,Rohan Sharaf,Lifestyle,3/17/2024,6161,Low,Account Takeover,Delhi,Mastercard,Andhra Bank,0,29,Apparel,Mumbai
80049301,Anahita Kaul,Zomato,10/11/2024,16279,Medium,Card Skimming,Telangana,Amex,Axis Bank,0,27,E-commerce,Hyderabad
93311283,Indrajit Aggarwal,Big Bazaar,9/4/2024,18353,Medium,Phishing,Kerala,Amex,Kotak Bank,0,20,Groceries,Ahmedabad
51864778,Pranay Dubey,Reliance Digital,12/8/2024,22102,Critical,Identity Theft,Delhi,Amex,SBI,0,51,Groceries,Mumbai
43455099,Taran Chandran,Tata Cliq,4/7/2024,18097,Low,Card Not Present,Karnataka,Visa,Yes Bank,0,48,Electronics,Jaipur
26759480,Drishya Das,Lifestyle,2/8/2024,14225,Medium,Identity Theft,Maharashtra,Amex,Yes Bank,0,84,Food Delivery,Delhi
25081879,Misha Tripathi,Reliance Digital,2/13/2024,1214,High,Phishing,Uttar Pradesh,Amex,ICICI Bank,1,94,Transportation,Mumbai
29294462,Veer Srinivasan,Uber,9/27/2024,8546,High,Phishing,Tamil Nadu,Rupay,HDFC Bank,1,43,Transportation,Chennai
37503780,Tejas Thakur,Myntra,3/18/2024,22433,Critical,Account Takeover,Maharashtra,Amex,SBI,0,55,Groceries,Jaipur
52779240,Ivana Kakar,Amazon India,11/9/2024,21955,Medium,Account Takeover,West Bengal,Visa,Yes Bank,0,89,E-commerce,Jaipur
96305526,Dishani Savant,Amazon India,12/15/2024,3693,Medium,Phishing,Uttar Pradesh,Visa,Axis Bank,1,31,Electronics,Chennai
96303693,Anahi Bandi,Zomato,5/31/2024,13131,Critical,Phishing,Rajasthan,Mastercard,SBI,1,40,Food Delivery,Mumbai
85408160,Shayak Srinivasan,Zomato,1/22/2024,4731,Medium,Account Takeover,Karnataka,Mastercard,Bank of Baroda,0,92,E-commerce,Jaipur
66190872,Aaina Walla,Zomato,7/10/2024,16724,Critical,Identity Theft,Delhi,Mastercard,Bank of Baroda,0,12,Food Delivery,Delhi
70531547,Renee Mall,Swiggy,4/4/2024,9063,High,Phishing,West Bengal,Rupay,Kotak Bank,1,73,E-commerce,Kochi
73852350,Rhea Divan,Amazon India,10/26/2024,2564,High,Card Skimming,Gujarat,Amex,Bank of Baroda,1,61,Electronics,Hyderabad
49379435,Madhav Yogi,Swiggy,9/27/2024,13275,Medium,Phishing,West Bengal,Amex,Bank of Baroda,0,15,Apparel,Mumbai
37805255,Lakshit Dhawan,Tata Cliq,1/31/2024,7041,Medium,Identity Theft,Delhi,Amex,Yes Bank,0,44,E-commerce,Mumbai
71338553,Vidur Balasubramanian,Zomato,8/18/2024,1274,Medium,Card Skimming,Maharashtra,Visa,Andhra Bank,1,53,Food Delivery,Chennai
41797189,Taimur Chahal,Myntra,3/25/2024,9248,Low,Account Takeover,West Bengal,Visa,Axis Bank,0,95,E-commerce,Lucknow
46109432,Kavya Sarkar,Uber,1/31/2024,14248,Medium,Card Skimming,Tamil Nadu,Rupay,Federal Bank,0,23,Electronics,Ahmedabad
60931822,Hrishita Sood,Big Bazaar,5/28/2024,22850,Low,Card Skimming,Karnataka,Visa,Kotak Bank,1,51,E-commerce,Jaipur
71675303,Keya Kamdar,Reliance Digital,6/24/2024,13363,Medium,Card Not Present,Gujarat,Amex,SBI,0,44,Transportation,Kolkata
48040457,Ivan Zacharia,Tata Cliq,3/13/2024,23783,Medium,Card Skimming,Uttar Pradesh,Amex,Axis Bank,1,52,Groceries,Chennai
96559509,Tejas Chandra,Tata Cliq,7/24/2024,16730,Low,Identity Theft,Tamil Nadu,Amex,Kotak Bank,0,76,Groceries,Hyderabad
62646678,Ahana  Dyal,Myntra,8/15/2024,3855,Critical,Card Not Present,Uttar Pradesh,Visa,HDFC Bank,1,86,Transportation,Lucknow
76540878,Anahi Goda,Myntra,7/7/2024,24162,Low,Card Skimming,Uttar Pradesh,Mastercard,HDFC Bank,0,50,E-commerce,Kolkata
96079306,Oorja Dugar,Lifestyle,5/10/2024,22131,Medium,Identity Theft,Gujarat,Mastercard,Andhra Bank,0,78,Apparel,Kolkata
40983503,Anahi Shetty,Amazon India,9/17/2024,19992,High,Card Not Present,Delhi,Amex,HDFC Bank,0,35,Food Delivery,Kolkata
87061467,Madhav Behl,Flipkart,5/21/2024,13657,Low,Card Not Present,Gujarat,Mastercard,Kotak Bank,1,78,Apparel,Mumbai
64039519,Advika Sathe,Zomato,12/15/2024,15362,Low,Account Takeover,Maharashtra,Visa,Federal Bank,0,27,Groceries,Ahmedabad
42558204,Nakul Rao,Flipkart,8/22/2024,24102,Low,Identity Theft,Telangana,Rupay,HDFC Bank,0,71,E-commerce,Kolkata
32374141,Miraan Chhabra,Reliance Digital,9/25/2024,2742,Low,Identity Theft,Karnataka,Amex,Andhra Bank,1,21,Food Delivery,Ahmedabad
26314863,Eshani Handa,Tata Cliq,10/11/2024,2096,High,Phishing,West Bengal,Rupay,Andhra Bank,1,56,Groceries,Ahmedabad
78822238,Oorja Sahota,Uber,3/4/2024,15624,Critical,Account Takeover,Telangana,Rupay,Axis Bank,0,84,Apparel,Chennai
69790649,Divij Dhar,Lifestyle,6/19/2024,16638,Low,Account Takeover,Rajasthan,Visa,Kotak Bank,0,69,Food Delivery,Jaipur
88888500,Faiyaz Bhat,Amazon India,5/1/2024,13761,Medium,Account Takeover,Tamil Nadu,Amex,Federal Bank,0,90,Apparel,Ahmedabad
69935435,Akarsh Sane,Uber,1/22/2024,24993,Low,Card Skimming,Tamil Nadu,Rupay,Bank of Baroda,0,65,E-commerce,Hyderabad
97724869,Azad Gour,Tata Cliq,1/17/2024,17599,Low,Identity Theft,Karnataka,Mastercard,Yes Bank,1,36,Transportation,Mumbai
73492027,Samiha Chand,Swiggy,5/11/2024,14301,Low,Account Takeover,Uttar Pradesh,Visa,ICICI Bank,1,51,Apparel,Kochi
20736730,Aniruddh Chauhan,Big Bazaar,1/21/2024,3728,Low,Phishing,Gujarat,Rupay,Federal Bank,0,46,Groceries,Kochi
47105121,Jhanvi Thaker,Lifestyle,7/26/2024,19255,Medium,Identity Theft,Gujarat,Visa,Federal Bank,1,86,Apparel,Hyderabad
96725697,Rhea Desai,Big Bazaar,12/7/2024,7013,Low,Card Skimming,Telangana,Mastercard,ICICI Bank,0,55,Electronics,Hyderabad
59503648,Veer Mann,Tata Cliq,8/15/2024,3188,Low,Card Not Present,Rajasthan,Visa,Kotak Bank,0,82,E-commerce,Chennai
56595253,Misha Brahmbhatt,Swiggy,11/19/2024,7177,Medium,Account Takeover,Gujarat,Visa,Yes Bank,0,70,Transportation,Hyderabad
38403665,Ishaan Sood,Big Bazaar,3/25/2024,9812,High,Account Takeover,Delhi,Visa,Federal Bank,0,23,Food Delivery,Mumbai
24957911,Gatik Krishna,Uber,6/18/2024,10515,Low,Card Not Present,Telangana,Rupay,Andhra Bank,0,51,Transportation,Mumbai
26453296,Tushar Dewan,Flipkart,10/12/2024,15195,Low,Account Takeover,Maharashtra,Amex,Bank of Baroda,0,63,E-commerce,Chennai
57959505,Shlok Dewan,Big Bazaar,2/8/2024,7669,Low,Card Not Present,Uttar Pradesh,Mastercard,HDFC Bank,0,56,Apparel,Ahmedabad
25638826,Parinaaz Sama,Uber,8/29/2024,15548,Medium,Account Takeover,Karnataka,Visa,Andhra Bank,1,60,Transportation,Ahmedabad
87559065,Nehmat Krish,Tata Cliq,2/21/2024,7397,High,Card Skimming,Gujarat,Mastercard,HDFC Bank,0,54,E-commerce,Jaipur
91102338,Mamooty Wadhwa,Reliance Digital,6/5/2024,12541,High,Account Takeover,Delhi,Mastercard,HDFC Bank,0,86,Apparel,Jaipur
65621079,Hiran Dhingra,Lifestyle,4/4/2024,23248,Low,Card Skimming,Uttar Pradesh,Rupay,HDFC Bank,0,90,Transportation,Mumbai
71221324,Krish Rama,Big Bazaar,2/4/2024,2156,Medium,Phishing,Maharashtra,Rupay,ICICI Bank,0,89,E-commerce,Ahmedabad
91713852,Taran Mane,Flipkart,5/21/2024,12799,Low,Card Not Present,Telangana,Rupay,Federal Bank,0,84,Electronics,Jaipur
13851101,Ivana Ray,Myntra,2/6/2024,16475,High,Phishing,Telangana,Amex,Bank of Baroda,0,46,Electronics,Kolkata
50902245,Yuvraj  Choudhury,Reliance Digital,3/20/2024,3482,Critical,Identity Theft,Uttar Pradesh,Amex,ICICI Bank,0,51,Transportation,Chennai
36905292,Parinaaz Sethi,Big Bazaar,1/25/2024,15347,Low,Card Skimming,Delhi,Amex,Axis Bank,0,50,Apparel,Lucknow
70408964,Dharmajan Jaggi,Tata Cliq,1/20/2024,3959,Critical,Card Skimming,Telangana,Rupay,Federal Bank,0,52,Apparel,Delhi
19245784,Advika Wason,Amazon India,3/27/2024,14491,Low,Card Skimming,Uttar Pradesh,Rupay,HDFC Bank,0,11,Food Delivery,Chennai
73157031,Shayak Dugar,Reliance Digital,1/16/2024,1388,Critical,Card Skimming,Delhi,Mastercard,ICICI Bank,0,67,Food Delivery,Lucknow
